"Credit Card: xxxx-%1","Kreditkarte: xxxx-%1",module,Magento_Authorizenet
"amount %1","Betrag %1",module,Magento_Authorizenet
authorize,autorisieren,module,Magento_Authorizenet
"authorize and capture","genehmigen und erfassen",module,Magento_Authorizenet
capture,erfassen,module,Magento_Authorizenet
refund,erstatten,module,Magento_Authorizenet
void,annullieren,module,Magento_Authorizenet
"Gateway error: %1","Gateway-Fehler: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Ein Fehler ist im Payment-Gateway aufgetreten.",module,Magento_Authorizenet
"Invalid amount for capture.","Ungültiger Betrag für Zahlungseinzug.",module,Magento_Authorizenet
"Payment capturing error.","Fehler bei der Zahlungserfassung.",module,Magento_Authorizenet
"Invalid transaction ID.","Ungültige Transaktions-ID.",module,Magento_Authorizenet
"Payment voiding error.","Fehler beim Annulieren der Zahlung.",module,Magento_Authorizenet
"Invalid amount for refund.","Ungültiger Betrag für die Rückerstattung.",module,Magento_Authorizenet
"Payment refunding error.","Fehler bei der Rückerstattung.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","Die Transaktion wurde abgelehnt, da der Antwort-Hash invalide war.",module,Magento_Authorizenet
"There was a payment authorization error.","Zahlung konnte nicht autorisiert werden.",module,Magento_Authorizenet
"Authorize Only","Nur autorisieren",module,Magento_Authorizenet
"Authorize and Capture","Autorisieren und Zahlungseinzug",module,Magento_Authorizenet
"Credit Card Type",Kreditkartentyp,module,Magento_Authorizenet
"Credit Card Number",Kreditkartennummer,module,Magento_Authorizenet
"Expiration Date",Ablaufdatum,module,Magento_Authorizenet
"Card Verification Number",Kartenprüfnummer,module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Ungültiger Form-Key. Bitte aktualisieren Sie die Seite.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Sie haben einen ungültigen Geheimschlüssel angegeben. Bitte laden Sie die Seite neu.",module,Magento_Backend
"Cache Storage Management","Cache Speicher Verwaltung",module,Magento_Backend
"Flush Magento Cache","Magento-Cache leeren",module,Magento_Backend
"Flush Cache Storage","Cache-Speicher leeren",module,Magento_Backend
Invalidated,"Für ungültig erklärt",module,Magento_Backend
Orders,Bestellungen,module,Magento_Backend
Amounts,Mengen,module,Magento_Backend
Bestsellers,Bestseller,module,Magento_Backend
"Most Viewed Products","Am meisten angesehene Produkte",module,Magento_Backend
"New Customers","Neue Kunden",module,Magento_Backend
Customers,Kunden,module,Magento_Backend
Customer,Kunde,module,Magento_Backend
Guest,Gast,module,Magento_Backend
Items,Artikel,module,Magento_Backend
Total,Gesamtsumme,module,Magento_Backend
"Lifetime Sales","Alle Verkäufe",module,Magento_Backend
"Average Order","Durchschnittliche Bestellung",module,Magento_Backend
Average,Durchschnitt,module,Magento_Backend
Product,Produkt,module,Magento_Backend
Price,Preis,module,Magento_Backend
Quantity,Menge,module,Magento_Backend
Views,Aufrufe,module,Magento_Backend
Revenue,Umsatz,module,Magento_Backend
Tax,Steuer,module,Magento_Backend
Shipping,Versand,module,Magento_Backend
"Images (.gif, .jpg, .png)","Sichtbare abwählen",module,Magento_Backend
"Media (.avi, .flv, .swf)","Medien (.avi, .flv,. swf)",module,Magento_Backend
"All Files","Alle Dateien",module,Magento_Backend
"Reset to Default","Auf Standard zurücksetzen",module,Magento_Backend
"All Store Views","Alle Ladenansichte",module,Magento_Backend
"What is this?","Was ist das?",module,Magento_Backend
"Save Account","Konto speichern",module,Magento_Backend
"My Account","Mein Konto",module,Magento_Backend
"Account Information",Kontoinformation,module,Magento_Backend
"User Name",Benutzername,module,Magento_Backend
"First Name",Vorname,module,Magento_Backend
"Last Name",Nachname,module,Magento_Backend
Email,E-Mail,module,Magento_Backend
"User Email",Benutzer-E-Mail,module,Magento_Backend
"New Password","Neues Kennwort",module,Magento_Backend
"Password Confirmation","Kennwort bestätigen",module,Magento_Backend
"Interface Locale","Gebietsschema der Oberfläche",module,Magento_Backend
"Current User Identity Verification","Identitätsprüfung des Aktuellen Benutzers",module,Magento_Backend
"Your Password","Ihr Kennwort",module,Magento_Backend
"Save Cache Settings","Cache-Einstellungen speichern",module,Magento_Backend
"Catalog Rewrites",Katalog-Rewrites,module,Magento_Backend
Refresh,Aktualisieren,module,Magento_Backend
"Images Cache",Bilder-Cache,module,Magento_Backend
Clear,Leeren,module,Magento_Backend
"Search Index",Suchindex,module,Magento_Backend
Rebuild,"Neu erstellen",module,Magento_Backend
"Inventory Stock Status",Inventar-Lagerstatus,module,Magento_Backend
"Rebuild Catalog Index","Katalogindex neu erstellen",module,Magento_Backend
"Rebuild Flat Catalog Category","Flache Katalog-Kategorie neu erstellen",module,Magento_Backend
"Rebuild Flat Catalog Product","Flaches Katalog-Produkt neu erstellen",module,Magento_Backend
"Cache Control",Cache-Steuerung,module,Magento_Backend
"All Cache","Gesamter Cache",module,Magento_Backend
"No change","Keine Änderung",module,Magento_Backend
Disable,Deaktivieren,module,Magento_Backend
Enable,Aktivieren,module,Magento_Backend
"Add Design Change","Fügen Designänderung hinzu",module,Magento_Backend
Back,Zurück,module,Magento_Backend
Delete,Löschen,module,Magento_Backend
"Are you sure?","Sind Sie sicher?",module,Magento_Backend
Save,Speichern,module,Magento_Backend
"Edit Design Change","Designänderung bearbeiten",module,Magento_Backend
"New Store Design Change","Neue Store-Designänderung",module,Magento_Backend
"General Settings","Allgemeine Einstellungen",module,Magento_Backend
"-- Please Select --","--Bitte auswählen--",module,Magento_Backend
"Custom Design","Eigenes Design",module,Magento_Backend
"Date From","Datum von",module,Magento_Backend
"Date To","Datum bis",module,Magento_Backend
"Design Change",Designänderung,module,Magento_Backend
General,Allgemein,module,Magento_Backend
Cancel,Speichern,module,Magento_Backend
"Delete %1 '%2'","Lösche %1 '%2'",module,Magento_Backend
"Delete %1","Lösche %1",module,Magento_Backend
"Block Information",Block-Information,module,Magento_Backend
"Backup Options",Backup-Optionen,module,Magento_Backend
"Create DB Backup","Datenbank-Backup erstellen",module,Magento_Backend
Yes,Ja,module,Magento_Backend
No,Keine,module,Magento_Backend
"Delete Store","Store löschen",module,Magento_Backend
"Delete Web Site","Website löschen",module,Magento_Backend
"Save Web Site","Website speichern",module,Magento_Backend
"Save Store","Store speichern",module,Magento_Backend
"Save Store View","Store-View speichern",module,Magento_Backend
"Delete Store View","Store-View löschen",module,Magento_Backend
"Edit Web Site","Website bearbeiten",module,Magento_Backend
"New Web Site","Neue Website",module,Magento_Backend
"Edit Store","Store bearbeiten",module,Magento_Backend
"New Store","Neuer Shop",module,Magento_Backend
"Edit Store View","Store View bearbeiten",module,Magento_Backend
"New Store View","Neuer Store View",module,Magento_Backend
"Store Information","Shop Informationen",module,Magento_Backend
"Web Site",Website,module,Magento_Backend
"Root Category",Hauptkategorie,module,Magento_Backend
"Default Store View","Standard Store View",module,Magento_Backend
"Store View Information","Shop Ansicht Information",module,Magento_Backend
Disabled,Deaktiviert,module,Magento_Backend
Enabled,Aktiviert,module,Magento_Backend
"Sort Order",Sortierreihenfolge,module,Magento_Backend
"Web Site Information",Webseiten-Information,module,Magento_Backend
"Default Store",Standardshop,module,Magento_Backend
"Set as Default","Als Standard festlegen",module,Magento_Backend
Stores,Shops,module,Magento_Backend
"Create Website","Webseite erstellen",module,Magento_Backend
"Create Store","Store erstellen",module,Magento_Backend
"Create Store View","Store View erstellen",module,Magento_Backend
Home,Startseite,module,Magento_Backend
Reset,Zurücksetzen,module,Magento_Backend
"Are you sure you want to do this?","Sind Sie sicher, dass Sie dies tun wollen?",module,Magento_Backend
"Add New Image","Neues Bild hinzufügen",module,Magento_Backend
"Reset Filter","Filter zurücksetzen",module,Magento_Backend
Search,Suche,module,Magento_Backend
Any,Jeder,module,Magento_Backend
"All Countries","Alle Länder",module,Magento_Backend
From,Von,module,Magento_Backend
To,Bis,module,Magento_Backend
"Date selector",Datum-Auswahl,module,Magento_Backend
"[ deleted ]","[ gelöscht ]",module,Magento_Backend
"Select All","Alles auswählen",module,Magento_Backend
"Add New",Neu,module,Magento_Backend
"Please correct the column format and try again.","Korrigieren Sie das Spalten-Format und versuchen Sie es erneut.",module,Magento_Backend
"Please select items.","Bitte Artikel auswählen.",module,Magento_Backend
Submit,Absenden,module,Magento_Backend
"Please correct the tab configuration and try again.","Bitte korrigiere die Tab-Konfiguration und versuche es noch einmal.",module,Magento_Backend
"You have logged out.","Sie haben sich abgemeldet.",module,Magento_Backend
"The image cache was cleaned.","Bildcache wurde geleert.",module,Magento_Backend
"An error occurred while clearing the image cache.","Ein Fehler ist beim Leeren des Bildcaches aufgetreten.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","JavaScript/CSS Caches wurde geleert.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Fehler beim Löschen des JavaScript/CSS Cache.",module,Magento_Backend
"You flushed the cache storage.","Sie haben den Cache Speicher geleert.",module,Magento_Backend
"The Magento cache storage has been flushed.","Der Magento Cache Speicher wurde geleert.",module,Magento_Backend
"Cache Management","Cache Verwaltung",module,Magento_Backend
"%1 cache type(s) disabled.","%1 Cache-Typ(en) deaktiviert.",module,Magento_Backend
"An error occurred while disabling cache.","Bei der Deaktivierung des Caches ist ein Fehler aufgetreten.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 Cache-Typ(en) aktiviert.",module,Magento_Backend
"An error occurred while enabling cache.","Bei der Aktivierung des Caches ist ein Fehler aufgetreten.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 Cache-Typ(en) aktualisiert.",module,Magento_Backend
"An error occurred while refreshing cache.","Fehler beim aktualisieren des Caches.",module,Magento_Backend
Dashboard,Übersicht,module,Magento_Backend
"invalid request","ungültige Anfrage",module,Magento_Backend
"see error log for details","siehe Fehlerprotokoll für Details",module,Magento_Backend
"Service unavailable: %1","Dienst nicht verfügbar: %1",module,Magento_Backend
Error,Fehler,module,Magento_Backend
"You need more permissions to do this.","Sie benötigen weitere Berechtigungen um dies zu tun.",module,Magento_Backend
"No search modules were registered","Keine Suchmodule wurden registriert",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Bitte stellen Sie sicher, dass alle globalen Admin Suchmmdule installiert und aktiviert sind.",module,Magento_Backend
"You saved the account.","Sie haben das Konto gespeichert.",module,Magento_Backend
"An error occurred while saving account.","Beim speichern des Kontos ist ein Fehler aufgetreten.",module,Magento_Backend
"You deleted the design change.","Sie haben die Designänderung gelöscht.",module,Magento_Backend
"Store Design",Store-Design,module,Magento_Backend
"Edit Store Design Change","Store-Designänderung bearbeiten",module,Magento_Backend
"You saved the design change.","Sie haben die Designänderung gespeichert.",module,Magento_Backend
"Manage Stores","Stores verwalten",module,Magento_Backend
"The database was backed up.","Die Datenbank wurde gesichert.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Das Löschen eines/einer %1 löscht nicht die damit assoziierten Informationen (z.B. Kategorien, Produkte, etc.), der/die/das %1 kann dann jedoch nicht wiederhergestellt werden. Es wird empfohlen, eine Datenbanksicherung vor dem Löschen der/die/das %1 anzulegen.",module,Magento_Backend
"This store cannot be deleted.","Dieser Store kann nicht gelöscht werden.",module,Magento_Backend
"Unable to delete store. Please, try again later.","Store kann nicht gelöscht werden. Bitte versuchen Sie es später erneut.",module,Magento_Backend
"This store view cannot be deleted.","Diese Store-Ansicht kann nicht gelöscht werden.",module,Magento_Backend
"Store View",Store-View,module,Magento_Backend
"Unable to delete store view. Please, try again later.","Die Store-Ansicht kann nicht gelöscht werden. Bitte versuchen Sie es später erneut.",module,Magento_Backend
"This website cannot be deleted.","Diese Website kann nicht gelöscht werden.",module,Magento_Backend
"Unable to delete website. Please, try again later.","Website kann nicht gelöscht werden. Bitte versuchen Sie es später erneut.",module,Magento_Backend
"The website does not exist.","Diese Website existiert nicht.",module,Magento_Backend
"The store does not exist","Der Store existiert nicht",module,Magento_Backend
"Store view doesn't exist","Die Store-Ansicht existiert nicht",module,Magento_Backend
"Last 24 Hours","Letzte 24 Stunden",module,Magento_Backend
"Last 7 Days","Letzte 7 Tage",module,Magento_Backend
"Current Month","Aktueller Monat",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","Sie haben sich nicht korrekt angemeldet oder Ihr Konto ist vorübergehend deaktiviert.",module,Magento_Backend
"Authentication error occurred.","Authentifizierungsfehler aufgetreten.",module,Magento_Backend
Order,Bestellung,module,Magento_Backend
"Order #%1","Bestellung #%1",module,Magento_Backend
"Access denied","Zugriff verweigert",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Kontaktieren Sie bitte den Shopbetreiber, wenn Sie diese Nachricht erneut erhalten.",module,Magento_Backend
"Welcome, please sign in","Willkommen, bitte melden Sie sich an",module,Magento_Backend
"user name",Benutzername,module,Magento_Backend
password,Passwort,module,Magento_Backend
"Sign in",Anmelden,module,Magento_Backend
"Select Range:","Bereich auswählen:",module,Magento_Backend
"No Data Found","Keine Daten gefunden",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Die Diagramme sind deaktiviert. <a href=""%1"">Diagramme aktivieren</a>.",module,Magento_Backend
"Last Orders","Letzte Bestellungen",module,Magento_Backend
"Last Search Terms","Die Letzten Suchbegriffe",module,Magento_Backend
"Top Search Terms","Top Suchbegriffe",module,Magento_Backend
"There are no search keywords.","Es gibt keine Suchbegriffe.",module,Magento_Backend
"View Statistics For:","Statistiken anzeigen für:",module,Magento_Backend
"All Websites","Alle Webseiten",module,Magento_Backend
"Reload Data","Daten neu laden",module,Magento_Backend
"Browse Files...","Dateien durchsuchen...",module,Magento_Backend
"Copyright&copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. Alle Rechte vorbehalten.",module,Magento_Backend
"Account Setting",Kontoeinstellungen,module,Magento_Backend
"Customer View",Kundenansicht,module,Magento_Backend
"Sign Out",Abmelden,module,Magento_Backend
"About the calendar","Über den Kalender",module,Magento_Backend
Close,Schließen,module,Magento_Backend
"Go Today",Heute,module,Magento_Backend
Previous,Zurück,module,Magento_Backend
Next,Vor,module,Magento_Backend
Time,Zeit,module,Magento_Backend
Hour,Stunde,module,Magento_Backend
"JavaScript may be disabled in your browser.","JavaScript ist in Ihrem Browser womöglich deaktiviert.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","Um diese Webseite zu benutzen müssen Sie zuerst JavaScript in Ihrem Browser aktivieren.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Dies ist eine Demo-Installation. Jegliche Bestellung in diesem Shop wird weder beachtet noch ausgeführt.",module,Magento_Backend
"Stores Configuration","Stores Konfiguration",module,Magento_Backend
"Additional Cache Management","Zusätzliche Cache-Verwaltung",module,Magento_Backend
"Flush Catalog Images Cache","Leere Katalog-Bilder-Cache",module,Magento_Backend
"Pregenerated product images files","Vorgenerierte Produktbilder",module,Magento_Backend
"Flush JavaScript/CSS Cache","Leere JavaScript/CSS Cache",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file.","Fasse JavaScript und CSS des Themes zusammen.",module,Magento_Backend
"Flush Static Files Cache","Leere Statische-Dateien-Cache",module,Magento_Backend
"Preprocessed view files and static files","View Dateien und Statische Dateien wurden geschrieben.",module,Magento_Backend
Catalog,Katalog,module,Magento_Backend
"JavaScript/CSS Cache",JavaScript/CSS-Cache,module,Magento_Backend
"No records found.","Keine Einträge gefunden.",module,Magento_Backend
Images,Bilder,module,Magento_Backend
"Big Image","Großes Bild",module,Magento_Backend
Thumbnail,Vorschaubild,module,Magento_Backend
"Additional Settings","Zusätzliche Einstellungen",module,Magento_Backend
"per page","pro Seite",module,Magento_Backend
"Previous page","Vorherige Seite",module,Magento_Backend
"of %1","von %1",module,Magento_Backend
"Next page","Nächste Seite",module,Magento_Backend
"Export to:","Exportieren nach:",module,Magento_Backend
Actions,Aktionen,module,Magento_Backend
"Mass Actions",Massenoperationen,module,Magento_Backend
"Unselect All","Alle abwählen",module,Magento_Backend
"Select Visible","Sichtbare auswählen",module,Magento_Backend
"Unselect Visible","Sichtbare abwählen",module,Magento_Backend
"The information in this tab has been changed.","Die Informationen in diesem Tab wurden geändert.",module,Magento_Backend
Loading...,"Wird geladen …",module,Magento_Backend
"System Backup",Systemsicherung,module,Magento_Backup
"Database and Media Backup","Datenbank- und Mediensicherung",module,Magento_Backup
"Database Backup",Datenbanksicherung,module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Das Archiv kann mit <a href=""%1"">%2</a> auf Windowssystemen dekomprimiert werden.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","Sie benötigen weitere Berechtigungen um den Wartungsmodus jetzt zu aktivieren.",module,Magento_Backup
"You need more free space to create a backup.","Sie brauchen mehr freien Speicherplatz, um eine Sicherung zu erstellen.",module,Magento_Backup
"You need more permissions to create a backup.","Sie benötigen weitere Berechtigungen zum Erstellen einer Sicherung.",module,Magento_Backup
Backups,Sicherungen,module,Magento_Backup
Tools,Werkzeuge,module,Magento_Backup
Backup,Sicherung,module,Magento_Backup
failed,fehlgeschlagen,module,Magento_Backup
successful,erfolgreich,module,Magento_Backup
"Please correct the password.","Bitte korrigieren Sie das Kennwort.",module,Magento_Backup
Database,Datenbank,module,Magento_Backup
"Database and Media","Datenbank und Medien",module,Magento_Backup
"System (excluding Media)","System (ausgenommen Medien)",module,Magento_Backup
"Please correct the order of creation for a new backup.","Bitte korrigieren Sie die Erstellungsreihenfolge für eine neue Sicherung.",module,Magento_Backup
"The backup file does not exist.","Die Sicherungsdatei ist nicht vorhanden.",module,Magento_Backup
"The backup file path was not specified.","Der Pfad der Sicherungsdatei wurde nicht angegeben.",module,Magento_Backup
"The backup file ""%1"" does not exist.","Die Sicherungsdatei ""%1"" ist nicht vorhanden.",module,Magento_Backup
"Sorry, but we cannot read from or write to backup file ""%1"".","Entschuldigung, aber die Sicherungsdatei ""%1"" kann weder gelesen noch beschrieben werden.",module,Magento_Backup
"The backup file handler was unspecified.","Der Sicherungsdatei-Handler wurde nicht spezifiziert.",module,Magento_Backup
"Are you sure you want to continue?","Sind Sie sicher, dass Sie fortfahren möchten?",module,Magento_Backup
"This may take a few moments.","Die kann einige Augenblicke dauern.",module,Magento_Backup
"Be sure your store is in maintenance mode during backup.","Bitte versetzen Sie Ihren Store während der Sicherung in den Wartungsmodus.",module,Magento_Backup
"Backup Name","Name der Sicherung",module,Magento_Backup
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Bitte verwenden Sie nur Buchstaben (a-z und A-Z), Zahlen (0-9) oder Leerzeichen in diesem Feld.",module,Magento_Backup
"Maintenance mode",Wartungsmodus,module,Magento_Backup
"Please put your store into maintenance mode during backup.","Bitte versetzen Sie Ihren Store während der Sicherung in den Wartungsmodus.",module,Magento_Backup
"Exclude media folder from backup","Medienordner von Sicherung ausschließen",module,Magento_Backup
"Please enter the password to confirm rollback.","Bitte geben Sie ihr Passwort ein, um den Rollback zu bestätigen.",module,Magento_Backup
"This action cannot be undone.","Diese Aktion kann nicht rückgängig gemacht werden.",module,Magento_Backup
"User Password",Benutzerkennwort,module,Magento_Backup
"Please put your store into maintenance mode during rollback processing.","Bitte aktivieren Sie den Wartungsmodus während des Rollbacks.",module,Magento_Backup
"Use FTP Connection","FTP-Verbindung verwenden",module,Magento_Backup
"FTP credentials",FTP-Anmeldeinformationen,module,Magento_Backup
"FTP Host",FTP-Server,module,Magento_Backup
"FTP Login",FTP-Benutzername,module,Magento_Backup
"FTP Password",FTP-Kennwort,module,Magento_Backup
"Magento root directory",Magento-Root-Verzeichnis,module,Magento_Backup
"Create Backup","Backup erstellen",module,Magento_Backup
Country,Land,module,Magento_Braintree
"Allowed Credit Card Types","Pflichtangabe der Rechnungsadresse des Kunden",module,Magento_Braintree
"Add Rule","Regel hinzufügen",module,Magento_Braintree
"Stored Card","Gespeicherte Karte",module,Magento_Braintree
"Credit Card Type",Kreditkartentyp,module,Magento_Braintree
"Credit Card Number",Kreditkartennummer,module,Magento_Braintree
"Credit card successfully added","Kreditkarte erfolgreich hinzugefügt",module,Magento_Braintree
"Delete Credit Card","Kreditkarte entfernen",module,Magento_Braintree
"Credit card successfully deleted","Kreditkarte erfolgreich gelöscht",module,Magento_Braintree
"Edit Credit Card","Kreditkarte bearbeiten",module,Magento_Braintree
"My Credit Cards","Meine Kreditkarten",module,Magento_Braintree
"There was error during saving card data","Fehler beim Speichern der Kartendaten",module,Magento_Braintree
"Transaction declined by gateway: Check card details or try another card","Transaktion vom Gateway abgelehnt: Überprüfen Sie die Kartendetails oder versuchen Sie eine andere Karte",module,Magento_Braintree
"Credit card type is not allowed for your country.","Kreditkartentyp ist für Ihr Land nicht erlaubt.",module,Magento_Braintree
"Credit card type is not allowed for this payment method.","Kreditkartentyp ist für diese Zahlungsart nicht zulässig.",module,Magento_Braintree
"Selected payment type is not allowed for billing country.","Ausgewählte Zahlungsart ist nicht zulässig. Überprüfen Sie bitte das Land Ihrer Rechnungsadresse.",module,Magento_Braintree
"Please try again later","Bitte versuchen Sie es später erneut",module,Magento_Braintree
"Please wait 24 hours before trying to issue a partial refund.","Bitte warten Sie 24 Stunden bevor Sie versuchen eine anteilige Rückerstattung zu erstellen.",module,Magento_Braintree
"Some transactions are already settled or voided and cannot be voided.","Einige Transaktionen sind bereits beglich oder ungültig und können nicht storniert werden.",module,Magento_Braintree
"Invalid Customer ID provided","Ungültige Kundennummer angegeben",module,Magento_Braintree
"Payment Information",Zahlungsinformation,module,Magento_Braintree
"Add new card","Neue Karte hinzufügen",module,Magento_Braintree
"Please Select","Bitte auswählen",module,Magento_Braintree
"Expiration Date",Ablaufdatum,module,Magento_Braintree
"Card Verification Number",Kartenprüfnummer,module,Magento_Braintree
"Save this card for future use","Diese Karte für zukünftige Verwendung speichern",module,Magento_Braintree
"Please confirm that you want to delete this credit card","Bitte bestätigen Sie, dass Sie diese Kreditkarte löschen möchten",module,Magento_Braintree
"Cardholder Name","Name des Karteninhabers",module,Magento_Braintree
Delete,Löschen,module,Magento_Braintree
Back,Zurück,module,Magento_Braintree
"* Required Fields","* Pflichtfelder",module,Magento_Braintree
CVV,Kartenprüfnummer,module,Magento_Braintree
"What is this?","Was ist das?",module,Magento_Braintree
"Make Default","Als Standard festlegen",module,Magento_Braintree
"Billing Address",Rechnungsadresse,module,Magento_Braintree
"First Name",Vorname,module,Magento_Braintree
"Last Name",Nachname,module,Magento_Braintree
Company,Adresse,module,Magento_Braintree
City,Stadt,module,Magento_Braintree
State/Province,Bundesland,module,Magento_Braintree
"Please select region, state or province","Wählen Sie bitte eine Region, ein Bundesland oder eine Provinz aus",module,Magento_Braintree
Submit,Absenden,module,Magento_Braintree
"Add Credit Card","Kreditkarte hinzufügen",module,Magento_Braintree
Type,Art,module,Magento_Braintree
"Is Default",Standard,module,Magento_Braintree
Actions,Aktionen,module,Magento_Braintree
Yes,Ja,module,Magento_Braintree
No,Keine,module,Magento_Braintree
Edit,Bearbeiten,module,Magento_Braintree
"Percent Discount","Prozent Rabatt",module,Magento_Bundle
"-- Select --",--Auswählen--,module,Magento_Bundle
Dynamic,Dynamisch,module,Magento_Bundle
Fixed,Prozent,module,Magento_Bundle
"Create New Option","Neue Option erstellen",module,Magento_Bundle
"Bundle Items",Bündel-Artikel,module,Magento_Bundle
"Add Products to Option","Produkte zur Option hinzufügen",module,Magento_Bundle
Close,Schließen,module,Magento_Bundle
"Delete Option",Menge:,module,Magento_Bundle
ID,Id,module,Magento_Bundle
Product,Artikel,module,Magento_Bundle
SKU,Artikelnummer,module,Magento_Bundle
Price,Preis,module,Magento_Bundle
Delete,Löschen,module,Magento_Bundle
"Use Default Value","Standardwerte verwenden",module,Magento_Bundle
"There is no defined renderer for ""%1"" option type.","Es ist kein Renderer für ""%1"" Optionstyp definiert.",module,Magento_Bundle
"As Low as",Nur,module,Magento_Bundle
"Price Range",Preisbereich,module,Magento_Bundle
"Please specify product option(s).","Bitte Produktoption(en) angeben.",module,Magento_Bundle
"The required options you selected are not available.","Die erforderlichen Optionen, die Sie ausgewählt haben, sind nicht verfügbar.",module,Magento_Bundle
"Please select all required options.","Bitte wählen Sie alle benötigten Optionen aus.",module,Magento_Bundle
N/A,"Keine Angabe",module,Magento_Bundle
Percent,Prozent,module,Magento_Bundle
None,Keine,module,Magento_Bundle
"Choose a selection...","Treffen Sie eine Auswahl...",module,Magento_Bundle
"Ship Bundle Items","Paket-Artikel versenden",module,Magento_Bundle
Separately,Separat,module,Magento_Bundle
Together,Zusammen,module,Magento_Bundle
"Option Title",Preisart,module,Magento_Bundle
"Store View Title","Titel der Store-Ansicht",module,Magento_Bundle
"Input Type",Eingabeart,module,Magento_Bundle
Required,Erforderlich,module,Magento_Bundle
Position,Reihenfolge,module,Magento_Bundle
"There are no products in this option.","Es gibt keine Artikel in dieser Wahl.",module,Magento_Bundle
"New Option","Neue Option",module,Magento_Bundle
Default,Voreinstellung,module,Magento_Bundle
"Price Type",Preistyp,module,Magento_Bundle
